Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,79.79000091552734,80.22000122070312,79.38999938964844,79.87999725341797,69.91797637939453,1416232
2020-01-03,80.97000122070312,81.19000244140625,80.25,80.30999755859375,70.29434204101562,1622784
2020-01-06,79.7300033569336,79.87999725341797,79.2300033569336,79.7699966430664,69.82169342041016,2129260
2020-01-07,80.81999969482422,81.19999694824219,80.18000030517578,81.19999694824219,71.07335662841797,2417468
2020-01-08,81.22000122070312,81.25,80.02999877929688,80.9000015258789,70.8107681274414,1719114
2020-01-09,81.5,81.83999633789062,81.16999816894531,81.48999786376953,71.32719421386719,3014295
2020-01-10,81.62999725341797,82.5,81.6050033569336,82.5,72.21122741699219,2875353
2020-01-13,82.0999984741211,82.58000183105469,81.7300033569336,82.4800033569336,72.1937255859375,1434635
2020-01-14,82.95999908447266,83.5199966430664,82.7699966430664,83.16999816894531,72.79767608642578,2703855
2020-01-15,83.0999984741211,83.7699966430664,83.0999984741211,83.66000366210938,73.22657012939453,2039328
2020-01-16,84.0,84.45999908447266,83.87999725341797,84.45999908447266,73.92679595947266,3058484
2020-01-17,84.73999786376953,84.95999908447266,84.01000213623047,84.05000305175781,73.56791687011719,2401336
2020-01-20,84.0,84.4000015258789,83.83000183105469,83.93000030517578,73.462890625,1980399
2020-01-21,83.87999725341797,83.87999725341797,83.19999694824219,83.4800033569336,73.06901550292969,1923944
2020-01-22,83.5,84.55999755859375,83.48999786376953,84.44999694824219,73.91804504394531,3656698
2020-01-23,84.44000244140625,84.94999694824219,84.26000213623047,84.5199966430664,73.97930908203125,2105704
2020-01-24,84.9000015258789,85.4000015258789,84.7699966430664,84.94000244140625,74.34693145751953,2839291
2020-01-28,83.69999694824219,84.06999969482422,83.54000091552734,84.0199966430664,73.54166412353516,2273413
2020-01-29,84.44000244140625,84.86000061035156,84.16000366210938,84.61000061035156,74.05809020996094,1877335
2020-01-30,84.83999633789062,85.44000244140625,84.68000030517578,85.44000244140625,74.78457641601562,3176161
2020-01-31,85.56999969482422,85.97000122070312,84.9000015258789,85.26000213623047,74.62703704833984,6713764
2020-02-03,84.1500015258789,84.94999694824219,84.05999755859375,84.55000305175781,74.00557708740234,2139581
2020-02-04,84.4000015258789,84.69000244140625,83.96499633789062,84.30999755859375,73.79549407958984,2564013
2020-02-05,85.0,85.0,83.27999877929688,83.27999877929688,72.89395904541016,3166202
2020-02-06,83.93000030517578,84.3499984741211,83.5,84.2300033569336,73.7254867553711,3581220
2020-02-07,84.62000274658203,84.80000305175781,83.94999694824219,84.80000305175781,74.2243881225586,3368097
2020-02-10,84.73999786376953,84.73999786376953,84.08000183105469,84.31999969482422,73.80426025390625,1818742
2020-02-11,84.80000305175781,85.0,84.5199966430664,84.72000122070312,74.15437316894531,1913033
2020-02-12,86.19999694824219,88.55999755859375,86.19999694824219,88.18000030517578,77.182861328125,7132862
2020-02-13,88.48999786376953,88.7300033569336,87.87000274658203,88.7300033569336,77.66427612304688,4143011
2020-02-14,89.4000015258789,91.05000305175781,89.30000305175781,90.98999786376953,79.64242553710938,7942600
2020-02-17,90.79000091552734,90.87999725341797,89.25,89.45999908447266,78.30322265625,2619663
2020-02-18,89.80999755859375,90.26000213623047,89.58000183105469,90.26000213623047,79.00346374511719,3817424
2020-02-19,88.01000213623047,88.1500015258789,87.5,87.83000183105469,78.6185531616211,8050978
2020-02-20,87.83000183105469,88.0999984741211,87.41000366210938,87.8499984741211,78.63646697998047,2902590
2020-02-21,87.8499984741211,88.80000305175781,87.52999877929688,88.80000305175781,79.48683166503906,2506023
2020-02-24,87.61000061035156,87.98999786376953,87.4000015258789,87.98999786376953,78.76178741455078,2432907
2020-02-25,86.30000305175781,87.27999877929688,85.8499984741211,86.80000305175781,77.69658660888672,3475833
2020-02-26,85.33000183105469,86.05000305175781,85.06999969482422,85.3499984741211,76.39865112304688,3362264
2020-02-27,85.12000274658203,85.63999938964844,83.7300033569336,84.43000030517578,75.57514953613281,4435151
2020-02-28,82.25,82.58999633789062,81.2699966430664,81.77999877929688,73.20306396484375,7654504
2020-03-02,80.05000305175781,80.7699966430664,78.75,80.47000122070312,72.03046417236328,4714534
2020-03-03,81.5,81.94999694824219,79.08999633789062,79.11000061035156,70.81309509277344,4537570
2020-03-04,78.16999816894531,78.4000015258789,76.5,77.11000061035156,69.02285766601562,4610814
2020-03-05,78.1500015258789,78.30000305175781,76.38999938964844,76.75,68.70061492919922,5804404
2020-03-06,75.33000183105469,75.5,73.93000030517578,73.93000030517578,66.17636108398438,4995332
2020-03-09,71.0,71.95999908447266,69.1500015258789,69.1500015258789,61.8976936340332,7669261
2020-03-10,67.52999877929688,73.37000274658203,65.75,73.37000274658203,65.67510223388672,8874773
2020-03-11,73.06999969482422,73.5,68.5,68.5,61.315853118896484,8171997
2020-03-12,67.9000015258789,68.73999786376953,63.11000061035156,63.11000061035156,56.491146087646484,10247518
2020-03-13,60.470001220703125,66.36000061035156,57.15999984741211,66.36000061035156,59.400291442871094,17021972
2020-03-16,61.439998626708984,65.37999725341797,59.720001220703125,59.720001220703125,53.45668411254883,10752353
2020-03-17,59.720001220703125,67.9000015258789,59.70000076293945,67.63999938964844,60.546051025390625,11345264
2020-03-18,65.95999908447266,66.9000015258789,61.959999084472656,63.95000076293945,57.243045806884766,10404325
2020-03-19,66.19000244140625,68.5,60.45000076293945,60.95000076293945,54.557682037353516,10958660
2020-03-20,64.41000366210938,64.41000366210938,59.90999984741211,59.90999984741211,53.62675857543945,10756489
2020-03-23,57.709999084472656,57.79999923706055,53.439998626708984,54.2599983215332,48.569313049316406,10019723
2020-03-24,56.0099983215332,58.08000183105469,55.0,57.0,51.021949768066406,6944322
